disease	url	doi	year	dt	variable	estimate	sentence
flu	https://www.sciencedirect.com/science/article/pii/S0732889315002369	10.1016/j.diagmicrobio.2015.07.010	2015		asymptomatic		Although molecular assays represent the gold standard for diagnos- ing viral ARI, nucleic acids of respiratory viruses in asymptomatic indi- viduals have been demonstrated (Jansen et al., 2011).
flu	https://www.sciencedirect.com/science/article/pii/B9780124095274000286	10.1016/B978-0-12-409527-4.00028-6	2015		asymptomatic		Hamsters infected as adults typically remain asymptomatic, while hamsters infected early in life may fail to thrive and display growth retardation, weakness, conjunctivitis, dehydration, and/or tremors (Maclachlan et al., 2011b).
flu	http://www.sciencedirect.com/science/article/pii/S0272271214000250	10.1016/j.cll.2014.02.011	2014		asymptomatic		Like other respiratory viruses, the clinical syndromes associated with RV-C range from mild or even asymptomatic infections to acute lower respiratory tract illnesses including pneumonia, recurrent wheezing, and bronchitis.
covid	https://www.sciencedirect.com/science/article/pii/S1526054207000334	10.1016/j.prrv.2007.04.003	2007		asymptomatic		A community-wide serological screening of 12,000 people in Hong Kong found an extremely low rate (0.008%) of asymptomatic SARS infection.'?
flu	https://www.sciencedirect.com/science/article/pii/S1526054207000334	10.1016/j.prrv.2007.04.003	2007		asymptomatic		A community-wide serological screening of 12,000 people in Hong Kong found an extremely low rate (0.008%) of asymptomatic SARS infection.'?
covid	https://www.sciencedirect.com/science/article/pii/S1473050207001371	10.1016/j.transci.2007.09.004	2007		asymptomatic		tion-based seroepidemiological data available to inform specification of asymptomatic rates and the other, relevant parameters used in our modelling approach.
covid	https://www.sciencedirect.com/science/article/pii/S2352771420300136	10.1016/j.onehlt.2020.100124	2020		asymptomatic		Asymptomatic to mild SARS
covid	https://www.sciencedirect.com/science/article/pii/S2352771420300136	10.1016/j.onehlt.2020.100124	2020		asymptomatic		SARS-CoV-2 can cause asymptomatic to fatal re- spiratory diseases [36].
covid	https://www.medrxiv.org/content/10.1101/2020.02.23.20026690v1	10.1101/2020.02.23.20026690	2020	2020-02-23	asymptomatic		It is not completely understood why some patients develop severe but others have mild or even asymptomatic diseases by the same SARS-CoV-2 infections.
covid	https://www.medrxiv.org/content/10.1101/2020.02.23.20026690v1	10.1101/2020.02.23.20026690	2020	2020-02-23	asymptomatic		The clinical data indicated that the COVID-19 varied from asymptomatic to acute respiratory distress syndrome (ARDS), similar as SARS-CoV infection [5-7].
flu	https://www.sciencedirect.com/science/article/pii/S0369811414001758	10.1016/j.patbio.2014.12.003	2015		asymptomatic		However, there are several lines of evidence suggesting that rhinoviruses play a significant role in CARTI in adults: asymptomatic rhinovirus carriage is seldom encountered in this population (0.1 to 2%)
flu	https://www.sciencedirect.com/science/article/pii/B9780128094686000334	10.1016/B978-0-12-809468-6.00033-4	2017		asymptomatic		The majorities of human cases are asymptomatic, but can present as flu-like illness pro- gressing to central nervous system
flu	https://www.sciencedirect.com/science/article/pii/B9780128094686000334	10.1016/B978-0-12-809468-6.00033-4	2017		asymptomatic		Porcine enteric caliciviruses can induce diarrheal dis- ease in young pigs, and an asymptomatic infection in adults (Wang et al., 2006, 2007).
covid	https://www.medrxiv.org/content/10.1101/2020.03.08.20031658v1	10.1101/2020.03.08.20031658	2020	2020-08-03	asymptomatic		50.7% patients were male and 49.3% were female; 1.5% patients were asymptomatic cases, 63.8% (44/69) patients were mild cases, and 36.2%
covid	https://www.tandfonline.com/doi/full/10.1080/08998280.2020.1731272	10.1080/08998280.2020.1731272			asymptomatic		Likewise, the role asymptomatic or mildly symptomatic infections, particularly in children, in disease transmission is unknown, as is the potential of “superspreaders,” as was seen in the SARS-CoV epidemic.
covid	http://wwwnc.cdc.gov/eid/article/10/9/04-0155_article.htm	10.3201/eid1009.040155			asymptomatic		However, such studies could not take into account possible episodes of mild or moderate illness that did not require inpatient medical care and could not address whether asymptomatic community spread played a role in the 2003 epidemic.
flu	http://wwwnc.cdc.gov/eid/article/13/2/06-0608_article.htm	10.3201/eid1302.060608			asymptomatic		An asymptomatic infection confirmed by seroconver- sion is assumed for cats | and 4.
flu	https://www.sciencedirect.com/science/article/pii/B9780323401814002875	10.1016/B978-0-323-40181-4.00287-5	2018		asymptomatic		wk people AIDS HUMAN IMMUNODEFICIENCY VIRUS Suspected HIV infection in Symptomatic or Serum Screening HIV ElA° 1-2 days adult or older child asymptomatic Confirmatory Western blot or IFA 1-3 days HIV p24 antigen, NAAT 2-4 days Newborn Suspected vertical or Serum, Screening HIV EIA 1-2 days perinatal transmission Confirmatory Western blot or IFA
flu	https://www.sciencedirect.com/science/article/pii/S0196064409014000	10.1016/j.annemergmed.2009.08.003	2010		asymptomatic		and this was reflected in a number of asymptomatic children brought to the ED to “just make sure they don’t have the swine flu.”
covid	https://www.sciencedirect.com/science/article/pii/S0025619620301476	10.1016/j.mayocp.2020.02.003	2020		asymptomatic		An initial report suggested transmission from an asymptomatic individual to several other people who attended business meetings with the index case.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25748	10.1002/jmv.25748			asymptomatic		Presumed Asymptomatic Carrier Transmission COVID-19.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25748	10.1002/jmv.25748			asymptomatic		A study from China CDC showed majority patients (80.9%) were considered asymptomatic or mild pneumonia but released large amounts of viruses at the early phase of infection, which posed enormous challenges for containing the spread of COVID-19.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1111/1751-7915.13557	10.1111/1751-7915.13557			asymptomatic		(2020) Transmission of 2019-nCoV infection from an asymptomatic contact in Germany.
covid	http://wwwnc.cdc.gov/eid/article/10/6/03-0972_article.htm	10.3201/eid1006.030972			asymptomatic		Cases of laboratory-confirmed SARS in workers were further classified as asymptomatic, mild, or severe, according to the criteria provided by the Centers for Disease Control and Prevention (2).
covid	https://www.sciencedirect.com/science/article/pii/S0732889307005883	10.1016/j.diagmicrobio.2007.12.002	2008		asymptomatic		Contact leading to seroconversion may result in asymptomatic or subclinical manifestations
covid	https://www.sciencedirect.com/science/article/pii/S1473309913702044	10.1016/S1473-3099(13)70204-4	2013		asymptomatic		This classification precludes identification of the full range of clinical presentations and misses asymptomatic, subclinical, and mild cases.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033464v1	10.1101/2020.03.09.20033464	2020	2020-09-03	asymptomatic		We then conduct sensitivity analysis of the cumulative reported, death, quarantined, suspected cases, and the infected (asymptomatic/symptomatic) individuals by shrinking the exponential index 7, representing the weakening of the control interventions relevant to the contact rate.
covid	https://www.sciencedirect.com/science/article/pii/S1546144020301502	10.1016/j.jacr.2020.02.008	2020		asymptomatic		Evidence shows that virus transmission can occur during the incubation period in asymptomatic patients.
covid	http://www.sciencedirect.com/science/article/pii/S0025619611621812	10.4065/79.11.1359	2004	1979-10-11	asymptomatic		infection by SARS-CoV can legitimately be considered a zoonosis, and wild mammals formed the initial reservoir the virus—SARS-CovV has been isolated from palm-top civets and raccoon dogs in the live animal markets in southern China,® and purveyors of these animals com- monly show asymptomatic SARS-CoV seropositivity.
covid	https://www.medrxiv.org/content/10.1101/2020.03.14.20035873v1	10.1101/2020.03.14.20035873	2020	2020-03-14	asymptomatic		For instance, the role of asymptomatic individuals in the progression of the epidemic is still unknown, and no data is available regarding the differences in the transmission rates between different age groups and the of the weather in the number.
covid	https://www.medrxiv.org/content/10.1101/2020.03.10.20033738v1	10.1101/2020.03.10.20033738	2020	2020-10-03	asymptomatic		The total probability of developing symptoms determines the fraction that remains asymptomatic or otherwise undiagnosed, i.e. if the total probability of developing symptoms is smaller than 1, a proportion of infected will remain undiagnosed and can transmit throughout their infectious period.
covid	https://www.medrxiv.org/content/10.1101/2020.03.10.20033738v1	10.1101/2020.03.10.20033738	2020	2020-10-03	asymptomatic		Our analyses add to an earlier study by a more systematic analysis of the relation between key parameters (transmissibility, fraction asymptomatic, fraction of contacts traced, diagnosis delays), and by incorporating household versus non-household contacts.
covid	https://www.medrxiv.org/content/10.1101/2020.03.08.20031229v2	10.1101/2020.03.08.20031229	2020	2020-08-03	asymptomatic		Transmission of 2019-nCoV infection from an asymptomatic contact in Germany [published online January 30, 2020].
covid	https://www.medrxiv.org/content/10.1101/2020.03.08.20031229v2	10.1101/2020.03.08.20031229	2020	2020-08-03	asymptomatic		Asymptomatic cases in a family cluster with SARS-CoV-2 infection [published online February 19, 2020].
covid	https://www.sciencedirect.com/science/article/pii/S1879625716000146	10.1016/j.coviro.2016.01.011	2016		asymptomatic		Asymptomatic Middle East respiratory syndrome coronavirus infection in rabbits.
covid	https://www.sciencedirect.com/science/article/pii/S187962571500098X	10.1016/j.coviro.2015.06.009	2015		asymptomatic		Verjans GMGM et Asymptomatic Middle East Respiratory Syndrome Coronavirus infection in rabbits.
covid	https://www.sciencedirect.com/science/article/pii/S0264410X20302486	10.1016/j.vaccine.2020.02.039	2020		asymptomatic		Such movement leads to millions of people, while asymptomatic or minimally symptomatic, quickly moving across  
covid	https://www.medrxiv.org/content/10.1101/2020.03.06.20032334v1	10.1101/2020.03.06.20032334	2020	2020-06-03	asymptomatic		Rothe, C. et a/. Transmission of 2019-nCoV Infection from an Asymptomatic Contact in Germany.
covid	https://www.medrxiv.org/content/10.1101/2020.03.06.20032334v1	10.1101/2020.03.06.20032334	2020	2020-06-03	asymptomatic		Presumed Asymptomatic Carrier Transmission of COVID-19.
covid	https://www.sciencedirect.com/science/article/pii/S0140673620304219	10.1016/S0140-6736(20)30421-9	2020		asymptomatic		As a result of the extended holiday and the additional measures, many people with asymptomatic infection from Hubei province who had travelled to other provinces remained in their homes until they developed symptoms, at which point they received treatment.
covid	https://www.sciencedirect.com/science/article/pii/S0140673620304219	10.1016/S0140-6736(20)30421-9	2020		asymptomatic		In Wuhan, where the largest number of infected people live, those with mild and asymptomatic infection were also quarantined in so-called shelter or “Fang Cang” hospitals, which are public spaces such as stadiums and conference centres that have been repurposed for medical care.
covid	https://www.medrxiv.org/content/10.1101/2020.03.15.20036707v2	10.1101/2020.03.15.20036707	2020	2020-03-15	asymptomatic		Presumed Asymptomatic Carrier Transmission of COVID-19.
covid	https://www.medrxiv.org/content/10.1101/2020.03.15.20036707v2	10.1101/2020.03.15.20036707	2020	2020-03-15	asymptomatic		Viral Shedding and Transmission Potential of Asymptomatic and Paucisymptomatic Influenza Virus Infections in the Community.
covid	https://www.sciencedirect.com/science/article/pii/S0140673620304669	10.1016/S0140-6736(20)30466-9	2020		asymptomatic		Transmission of 2019-nCoV infection from an asymptomatic contact in Germany.
covid	https://www.sciencedirect.com/science/article/pii/S0140673620304669	10.1016/S0140-6736(20)30466-9	2020		asymptomatic		Presumed asymptomatic carrier transmission of COVID-19.
